Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent,Fraud_Score,Predicted_Fraud,Anomaly_Score,Anomaly_Flag,Review_Status,Split,Score_Context
T101738,CUST8012,2023-01-02 01:07:00,36.68,Food,UPI,POS,Bengaluru,0,137,320.2,761,No,0,0.2185958995751072,1,0.4893419045109939,0,Model review,train,in-sample
T100012,CUST3603,2023-01-02 04:32:00,142.91,Utilities,Debit Card,POS,Pune,0,120,218.44,839,No,0,0.14716703424146443,0,0.4908114804577759,0,Lower score,train,in-sample
T100819,CUST3018,2023-01-02 07:17:00,32.66,Health,Debit Card,Desktop,Mumbai,0,104,258.23,1500,No,0,0.07603946208174424,0,0.4841559616116753,0,Lower score,train,in-sample
T104985,CUST1221,2023-01-02 14:09:00,13.3,Entertainment,PayPal,Desktop,Bengaluru,1,1,150.39,1568,No,0,0.11646693883569165,0,0.5190870748685493,1,Anomaly review,train,in-sample
T101255,CUST2412,2023-01-02 14:12:00,45.01,Grocery,NetBanking,Desktop,Hyderabad,0,49,299.95,287,No,0,0.010821618303781623,0,0.47682003518782584,0,Lower score,train,in-sample
T102682,CUST5535,2023-01-02 22:53:00,1.18,Grocery,Credit Card,Desktop,Mumbai,1,40,445.6,1460,No,0,0.4644637885207724,1,0.5365353221514757,1,Model review,train,in-sample
T103562,CUST2028,2023-01-03 00:44:00,4.69,Entertainment,NetBanking,Desktop,Kolkata,1,120,363.08,1996,Yes,1,0.596129191490191,1,0.5345806616927054,1,Model review,train,in-sample
T102712,CUST4333,2023-01-03 01:03:00,34.23,Utilities,NetBanking,Desktop,Chennai,0,180,137.67,675,No,1,0.18135089064606466,1,0.47382205026289825,0,Model review,train,in-sample
T102790,CUST4041,2023-01-03 02:52:00,99.51,Utilities,PayPal,POS,Kolkata,0,67,226.79,1338,No,0,0.15522744339105077,0,0.4820065689390501,0,Lower score,train,in-sample
T101486,CUST8736,2023-01-03 05:22:00,40.36,Health,NetBanking,Mobile,Chennai,0,36,163.3,582,No,0,0.15583422723179363,0,0.48307762770541374,0,Lower score,train,in-sample
T101966,CUST2644,2023-01-03 06:29:00,16.31,Entertainment,UPI,Desktop,Pune,0,194,489.2,1466,No,0,0.12239853431798912,0,0.48024541543242044,0,Lower score,train,in-sample
T100021,CUST6465,2023-01-03 07:09:00,12.02,Grocery,Debit Card,Desktop,Mumbai,0,22,129.55,543,No,0,0.08816617725030913,0,0.4889366694392917,0,Lower score,train,in-sample
T100982,CUST1426,2023-01-03 07:11:00,9.02,Utilities,Debit Card,POS,Bengaluru,0,191,283.83,488,No,0,0.10121485663674347,0,0.49411691836561905,0,Lower score,train,in-sample
T103552,CUST2599,2023-01-03 07:52:00,69.53,Food,Debit Card,POS,Bengaluru,0,172,91.15,74,No,0,0.11314284474141309,0,0.4802391880269276,0,Lower score,train,in-sample
T101285,CUST3717,2023-01-03 12:08:00,58.34,Electronics,NetBanking,Desktop,Mumbai,0,133,366.38,1848,No,0,0.015844816071494582,0,0.4784178053135686,0,Lower score,train,in-sample
T103035,CUST7786,2023-01-03 12:59:00,25.87,Entertainment,Debit Card,POS,Pune,0,118,296.15,1555,No,0,0.01766957429143345,0,0.47999723947160877,0,Lower score,train,in-sample
T101418,CUST6112,2023-01-03 13:44:00,48.15,Electronics,Debit Card,POS,Mumbai,0,19,280.28,620,No,0,0.012804439301143116,0,0.4759681572999056,0,Lower score,train,in-sample
T100297,CUST1019,2023-01-03 15:07:00,19.45,Electronics,Debit Card,Desktop,Mumbai,0,74,272.94,102,Yes,0,0.011320662737700903,0,0.47875656411540335,0,Lower score,train,in-sample
T102415,CUST5637,2023-01-03 16:34:00,265.98,Health,UPI,Desktop,Pune,1,108,210.86,1925,No,1,0.16677641763469356,1,0.5427283974682041,1,Model review,train,in-sample
T101485,CUST7997,2023-01-03 18:17:00,36.51,Entertainment,UPI,POS,Mumbai,1,31,66.68,1471,No,0,0.243873458464995,1,0.5268868738178422,1,Model review,train,in-sample
T100364,CUST2304,2023-01-03 20:05:00,227.05,Grocery,NetBanking,POS,Hyderabad,0,163,121.07,1775,No,0,0.05267233096788996,0,0.49443827070116564,0,Lower score,train,in-sample
T101795,CUST9219,2023-01-03 20:33:00,7.09,Health,UPI,Mobile,Delhi,0,143,148.02,649,No,0,0.048007156587942273,0,0.4957681865656179,0,Lower score,train,in-sample
T101215,CUST3778,2023-01-03 22:03:00,19.96,Grocery,Credit Card,Mobile,Hyderabad,0,190,64.08,769,No,0,0.07750773451216118,0,0.48656397843295507,0,Lower score,train,in-sample
T103779,CUST7470,2023-01-04 00:49:00,182.93,Travel,Debit Card,Desktop,Hyderabad,1,164,382.3,430,No,0,0.6914772597077754,1,0.5279558131126406,1,Model review,train,in-sample
T100339,CUST2853,2023-01-04 01:15:00,8.24,Entertainment,Credit Card,POS,Delhi,0,148,427.44,202,No,0,0.18639308134885535,1,0.4896085911596209,0,Model review,train,in-sample
T101495,CUST9221,2023-01-04 01:17:00,88.26,Electronics,Debit Card,POS,Bengaluru,0,144,402.96,337,No,0,0.1640276112725408,1,0.48219712789450847,0,Model review,train,in-sample
T102384,CUST6370,2023-01-04 02:26:00,30.72,Food,PayPal,Mobile,Pune,0,12,389.76,1347,Yes,1,0.18350447861150496,1,0.4827717974217271,0,Model review,train,in-sample
T102881,CUST5996,2023-01-04 06:30:00,154.5,Health,PayPal,Mobile,Mumbai,0,79,178.55,1143,No,0,0.11789701734573517,0,0.49774651900452777,0,Lower score,train,in-sample
T103919,CUST4508,2023-01-04 06:38:00,130.96,Electronics,PayPal,Mobile,Chennai,0,163,458.17,679,No,0,0.09540583955501501,0,0.487301705644788,0,Lower score,train,in-sample
T102491,CUST1425,2023-01-04 06:57:00,18.17,Electronics,Debit Card,POS,Chennai,0,32,249.56,1902,No,0,0.08486918388894588,0,0.4783001862239751,0,Lower score,train,in-sample
T103540,CUST8435,2023-01-04 08:53:00,18.91,Utilities,PayPal,POS,Delhi,1,64,331.6,871,No,0,0.28891824102775926,1,0.5241313316671925,1,Model review,train,in-sample
T101909,CUST8833,2023-01-04 09:25:00,12.9,Grocery,UPI,Desktop,Chennai,0,80,348.33,1825,No,0,0.0472664281487825,0,0.47985275320346177,0,Lower score,train,in-sample
T100152,CUST1013,2023-01-04 09:48:00,12.52,Grocery,Credit Card,Desktop,Pune,0,16,260.52,277,No,0,0.030646084448908834,0,0.48846314398203283,0,Lower score,train,in-sample
T100903,CUST8668,2023-01-04 09:51:00,69.98,Fashion,Credit Card,Mobile,Pune,0,116,451.51,1961,No,0,0.04445648923443264,0,0.4794621369053781,0,Lower score,train,in-sample
T102302,CUST5534,2023-01-04 17:50:00,57.5,Fashion,PayPal,POS,Bengaluru,0,171,191.39,683,No,0,0.03021066901903066,0,0.47481557582054884,0,Lower score,train,in-sample
T104957,CUST4204,2023-01-04 18:11:00,80.57,Grocery,Debit Card,Desktop,Mumbai,0,140,213.85,1238,No,0,0.02408266133735023,0,0.48239571032947426,0,Lower score,train,in-sample
T100488,CUST7985,2023-01-04 20:54:00,240.32,Fashion,UPI,Desktop,Mumbai,0,79,125.29,858,No,0,0.10571394072215108,0,0.5013222539647831,0,Lower score,train,in-sample
T103801,CUST9254,2023-01-04 22:19:00,222.86,Grocery,PayPal,Mobile,Pune,0,156,337.27,843,Yes,1,0.08626323504868266,0,0.505531220990514,0,Lower score,train,in-sample
T101765,CUST6251,2023-01-05 06:59:00,31.41,Grocery,PayPal,Desktop,Mumbai,1,19,373.16,1782,No,0,0.39599143087181227,1,0.524356193816616,1,Model review,train,in-sample
T104501,CUST3443,2023-01-05 18:32:00,57.68,Electronics,PayPal,Mobile,Bengaluru,0,85,67.84,376,No,0,0.016351911401779582,0,0.4830169122536404,0,Lower score,train,in-sample
T102188,CUST8005,2023-01-05 19:51:00,124.26,Health,Debit Card,Mobile,Hyderabad,0,87,101.1,776,No,0,0.032769556648615625,0,0.4794036950429501,0,Lower score,train,in-sample
T101109,CUST8785,2023-01-05 21:00:00,13.37,Utilities,PayPal,Mobile,Kolkata,0,160,170.57,1111,No,0,0.03077161828164203,0,0.4887760486784685,0,Lower score,train,in-sample
T104430,CUST2930,2023-01-05 21:39:00,90.54,Fashion,Credit Card,POS,Delhi,0,70,382.35,766,No,0,0.07853366514224679,0,0.4804199747309198,0,Lower score,train,in-sample
T101613,CUST2860,2023-01-05 21:58:00,31.36,Food,NetBanking,Desktop,Mumbai,1,102,310.06,263,No,0,0.4430056300915728,1,0.5167089718533978,0,Model review,train,in-sample
T100867,CUST2229,2023-01-05 22:16:00,16.06,Food,UPI,Desktop,Hyderabad,0,118,279.67,1430,No,0,0.09007002142959329,0,0.48486442790427203,0,Lower score,train,in-sample
T103149,CUST3995,2023-01-06 03:59:00,48.46,Health,Debit Card,POS,Delhi,0,140,210.81,679,No,0,0.10715281105328532,0,0.4824968774218007,0,Lower score,train,in-sample
T102309,CUST8209,2023-01-06 04:03:00,33.88,Travel,UPI,POS,Chennai,0,49,57.83,1289,No,0,0.1503309346061676,0,0.49914915842685575,0,Lower score,train,in-sample
T103931,CUST4458,2023-01-06 07:44:00,15.99,Entertainment,Credit Card,POS,Bengaluru,0,124,359.87,191,No,0,0.06445285571202425,0,0.48399454081813426,0,Lower score,train,in-sample
T104796,CUST5589,2023-01-06 14:09:00,14.36,Health,Debit Card,POS,Mumbai,0,104,427.5,981,No,0,0.008788100064282472,0,0.4877701401408864,0,Lower score,train,in-sample
T101880,CUST2580,2023-01-06 15:39:00,93.41,Fashion,NetBanking,Desktop,Chennai,0,56,426.61,732,No,0,0.01364244352909491,0,0.4757301812040146,0,Lower score,train,in-sample
T101925,CUST2012,2023-01-06 15:39:00,7.81,Entertainment,NetBanking,Mobile,Kolkata,0,102,475.26,867,No,0,0.007364717316618573,0,0.4978428752568958,0,Lower score,train,in-sample
T103199,CUST3953,2023-01-06 17:17:00,39.9,Utilities,Credit Card,Desktop,Pune,1,11,137.62,1242,No,0,0.0840208935755675,0,0.5100513307823036,0,Lower score,train,in-sample
T101980,CUST3500,2023-01-06 17:52:00,16.47,Grocery,NetBanking,Desktop,Mumbai,0,36,257.66,1701,No,0,0.011956869261748486,0,0.48155557230122287,0,Lower score,train,in-sample
T103957,CUST2702,2023-01-06 19:00:00,43.53,Utilities,NetBanking,POS,Hyderabad,0,46,349.73,443,No,0,0.017546120254769402,0,0.4765031302955526,0,Lower score,train,in-sample
T104100,CUST6633,2023-01-06 19:17:00,79.84,Utilities,Credit Card,Desktop,Pune,0,47,94.63,1522,No,0,0.01875440143411523,0,0.47430879672038134,0,Lower score,train,in-sample
T102083,CUST7040,2023-01-06 22:54:00,191.95,Entertainment,NetBanking,POS,Delhi,0,86,266.91,1600,No,0,0.0898403199557939,0,0.5004959164666444,0,Lower score,train,in-sample
T102464,CUST5304,2023-01-06 23:09:00,77.55,Travel,Credit Card,POS,Kolkata,1,109,10.93,571,No,1,0.4001207993680552,1,0.5243221178084362,1,Model review,train,in-sample
T101805,CUST9256,2023-01-06 23:54:00,119.21,Utilities,Debit Card,Desktop,Mumbai,0,139,30.23,1795,No,0,0.09763845548890587,0,0.4883849505242556,0,Lower score,train,in-sample
T101002,CUST8960,2023-01-07 01:43:00,165.05,Utilities,NetBanking,Mobile,Pune,1,157,379.27,1812,No,0,0.5831944023903768,1,0.529268940117269,1,Model review,train,in-sample
T102420,CUST8716,2023-01-07 01:53:00,13.95,Food,NetBanking,Desktop,Kolkata,0,32,260.13,1603,No,0,0.1281910985795567,0,0.4920640760622023,0,Lower score,train,in-sample
T100283,CUST7825,2023-01-07 05:07:00,7.9,Entertainment,Debit Card,Mobile,Bengaluru,0,13,387.23,901,No,1,0.13897160972669134,0,0.5031530219321927,0,Lower score,train,in-sample
T103366,CUST9796,2023-01-07 05:55:00,31.39,Travel,Debit Card,Desktop,Delhi,0,85,276.9,1239,No,1,0.09531524646247932,0,0.49460083925457105,0,Lower score,train,in-sample
T101069,CUST7218,2023-01-07 08:20:00,27.09,Utilities,PayPal,Mobile,Hyderabad,0,151,42.56,570,No,0,0.03904636070655776,0,0.4952412962139411,0,Lower score,train,in-sample
T103749,CUST3226,2023-01-07 08:36:00,172.74,Travel,Credit Card,Mobile,Pune,0,181,163.06,1892,No,0,0.049704328526615195,0,0.5062012072141029,0,Lower score,train,in-sample
T101269,CUST3605,2023-01-07 11:03:00,27.59,Grocery,NetBanking,Mobile,Bengaluru,0,69,438.32,1618,No,0,0.01852173449949151,0,0.4812996066604425,0,Lower score,train,in-sample
T100648,CUST2153,2023-01-07 11:27:00,124.54,Travel,PayPal,Mobile,Pune,0,98,323.97,394,No,0,0.01628639340006988,0,0.4999177818465844,0,Lower score,train,in-sample
T103300,CUST4765,2023-01-07 12:28:00,45.46,Entertainment,NetBanking,Mobile,Hyderabad,1,91,93.74,819,No,1,0.1172090207691725,0,0.5316585638240149,1,Anomaly review,train,in-sample
T100640,CUST5893,2023-01-07 16:35:00,1.62,Health,NetBanking,Mobile,Kolkata,0,77,192.49,937,No,0,0.00816706565021567,0,0.5008888099579589,0,Lower score,train,in-sample
T100397,CUST4015,2023-01-07 16:38:00,44.83,Health,Credit Card,Desktop,Kolkata,0,172,64.39,1694,No,0,0.009488591583959963,0,0.48130065904225444,0,Lower score,train,in-sample
T104939,CUST7039,2023-01-07 17:04:00,133.62,Electronics,Credit Card,Mobile,Delhi,0,69,142.36,386,No,0,0.010841959550736772,0,0.4975931252597764,0,Lower score,train,in-sample
T102274,CUST6137,2023-01-07 21:59:00,240.51,Food,UPI,Mobile,Delhi,0,27,441.32,1370,No,0,0.09858044180532821,0,0.5158459991490546,0,Lower score,train,in-sample
T101637,CUST5039,2023-01-08 02:29:00,13.23,Utilities,Debit Card,Desktop,Bengaluru,0,130,465.74,1524,No,0,0.16999447318707372,1,0.4967547424492001,0,Model review,train,in-sample
T102451,CUST8407,2023-01-08 02:59:00,271.5,Grocery,PayPal,Mobile,Kolkata,0,61,174.07,510,No,0,0.14891187496435876,0,0.5283312852693445,1,Anomaly review,train,in-sample
T102040,CUST8958,2023-01-08 17:14:00,152.1,Fashion,NetBanking,Desktop,Kolkata,0,152,473.19,1387,No,0,0.01803680867829295,0,0.4995614642538157,0,Lower score,train,in-sample
T101191,CUST4411,2023-01-08 18:52:00,69.81,Grocery,NetBanking,POS,Bengaluru,0,47,76.13,304,No,0,0.027262216379148035,0,0.48113102600462265,0,Lower score,train,in-sample
T100553,CUST9065,2023-01-09 05:53:00,65.85,Grocery,NetBanking,Mobile,Chennai,0,16,424.21,1430,No,1,0.11716298769768849,0,0.48245547915291787,0,Lower score,train,in-sample
T101504,CUST8890,2023-01-09 07:12:00,38.27,Travel,PayPal,Mobile,Hyderabad,0,28,304.57,320,No,0,0.07462334533432628,0,0.48699720308573974,0,Lower score,train,in-sample
T101311,CUST3363,2023-01-09 08:23:00,180.16,Food,Credit Card,Mobile,Bengaluru,0,143,334.35,1572,No,0,0.09221040267006789,0,0.4871455478177819,0,Lower score,train,in-sample
T103574,CUST2696,2023-01-09 09:09:00,176.23,Fashion,NetBanking,Desktop,Hyderabad,0,145,273.62,1784,No,0,0.05917304026561967,0,0.4982020942173977,0,Lower score,train,in-sample
T100178,CUST1659,2023-01-09 10:11:00,220.83,Travel,NetBanking,POS,Hyderabad,0,179,366.25,1477,No,0,0.03947191948296958,0,0.4987893631714118,0,Lower score,train,in-sample
T100827,CUST7437,2023-01-09 13:37:00,34.09,Entertainment,Debit Card,POS,Hyderabad,0,92,144.43,57,No,0,0.015063302920153804,0,0.4906135386522235,0,Lower score,train,in-sample
T103371,CUST3484,2023-01-09 14:09:00,72.37,Health,NetBanking,POS,Bengaluru,0,12,335.41,1556,No,0,0.014312852415760935,0,0.47889828638615356,0,Lower score,train,in-sample
T100368,CUST9553,2023-01-09 15:58:00,17.43,Grocery,UPI,POS,Delhi,0,60,359.21,472,No,0,0.012117784424433599,0,0.4887924109522303,0,Lower score,train,in-sample
T104053,CUST5251,2023-01-09 16:21:00,64.99,Fashion,NetBanking,Desktop,Hyderabad,0,187,226.59,1477,No,0,0.017102538941952204,0,0.4814905319388329,0,Lower score,train,in-sample
T101113,CUST5642,2023-01-09 16:55:00,61.6,Travel,NetBanking,Desktop,Delhi,0,3,183.97,1305,No,0,0.015130916268689643,0,0.4848404805986561,0,Lower score,train,in-sample
T104343,CUST3363,2023-01-09 19:24:00,140.05,Travel,Credit Card,Desktop,Bengaluru,0,32,355.77,490,No,0,0.042939196837693275,0,0.4933623525640628,0,Lower score,train,in-sample
T104997,CUST6812,2023-01-09 22:14:00,31.78,Grocery,Debit Card,Mobile,Kolkata,1,76,442.62,1474,No,1,0.3396889755605127,1,0.526566951197666,1,Model review,train,in-sample
T104901,CUST8699,2023-01-10 00:38:00,52.91,Food,NetBanking,POS,Pune,1,171,136.21,1646,No,1,0.6655131682240231,1,0.5145000528972837,0,Model review,train,in-sample
T103066,CUST2525,2023-01-10 09:53:00,1.22,Grocery,UPI,POS,Bengaluru,0,51,486.13,661,No,0,0.04245781784517335,0,0.5003963857871664,0,Lower score,train,in-sample
T104314,CUST6303,2023-01-10 11:17:00,283.07,Entertainment,NetBanking,Mobile,Pune,0,183,123.05,679,No,0,0.03454011060008257,0,0.5076819648614624,0,Lower score,train,in-sample
T102827,CUST5015,2023-01-10 11:21:00,8.02,Entertainment,Credit Card,Desktop,Bengaluru,0,181,438.62,1093,No,0,0.03180027975858858,0,0.4881566024394108,0,Lower score,train,in-sample
T100996,CUST6520,2023-01-10 12:39:00,199.42,Utilities,NetBanking,Mobile,Hyderabad,0,92,174.75,1945,No,0,0.020481040540935483,0,0.4838000022343255,0,Lower score,train,in-sample
T100439,CUST6532,2023-01-10 13:04:00,6.79,Fashion,UPI,Mobile,Delhi,0,178,314.07,1826,No,0,0.020232231121851053,0,0.49457002883135137,0,Lower score,train,in-sample
T104463,CUST1922,2023-01-10 13:15:00,11.62,Entertainment,Credit Card,Mobile,Bengaluru,0,7,412.35,1925,No,0,0.021230615506776563,0,0.4886437802003625,0,Lower score,train,in-sample
T103621,CUST3809,2023-01-10 18:10:00,19.93,Health,Debit Card,Desktop,Bengaluru,0,14,127.65,1022,No,0,0.025793015417423935,0,0.48614495074472,0,Lower score,train,in-sample
T102452,CUST7296,2023-01-10 19:43:00,65.26,Food,PayPal,POS,Delhi,0,25,46.24,732,No,0,0.045315082937763235,0,0.4817277966257666,0,Lower score,train,in-sample
T101008,CUST6773,2023-01-10 21:16:00,22.98,Food,PayPal,Desktop,Kolkata,0,48,343.92,789,No,0,0.05865604514042553,0,0.4914775903358971,0,Lower score,train,in-sample
T103398,CUST1321,2023-01-11 05:48:00,22.91,Food,PayPal,Desktop,Delhi,0,50,179.27,469,No,0,0.13592198556205096,0,0.4863228325140248,0,Lower score,train,in-sample
T101122,CUST1988,2023-01-11 07:41:00,158.51,Fashion,UPI,Desktop,Chennai,0,156,152.03,432,Yes,0,0.13738683617374628,0,0.4864827358591584,0,Lower score,train,in-sample
T103511,CUST5100,2023-01-11 09:09:00,5.55,Travel,Debit Card,Mobile,Mumbai,1,122,22.62,1445,No,1,0.322374664676253,1,0.5350177493342505,1,Model review,train,in-sample
T101250,CUST9594,2023-01-11 09:41:00,127.38,Food,PayPal,Mobile,Chennai,0,8,279.63,1498,Yes,1,0.05751362619047568,0,0.48091169980348875,0,Lower score,train,in-sample
T103270,CUST4548,2023-01-11 10:59:00,23.36,Utilities,UPI,Desktop,Mumbai,0,59,242.45,772,No,0,0.027986511183480226,0,0.4804536580137934,0,Lower score,train,in-sample
T104627,CUST3450,2023-01-11 13:15:00,55.54,Fashion,NetBanking,Mobile,Hyderabad,0,75,300.37,984,No,0,0.019162040419733625,0,0.4701541322267495,0,Lower score,train,in-sample
T104493,CUST3870,2023-01-11 15:02:00,127.27,Entertainment,UPI,Desktop,Hyderabad,0,2,251.18,1198,No,0,0.01988930693385075,0,0.4920263756918869,0,Lower score,train,in-sample
T102023,CUST7870,2023-01-11 16:43:00,4.29,Fashion,UPI,Desktop,Chennai,0,72,362.77,1320,No,0,0.02522779548357766,0,0.49189905051261873,0,Lower score,train,in-sample
T100138,CUST2117,2023-01-11 18:28:00,36.16,Food,Debit Card,POS,Hyderabad,1,156,213.89,1525,No,0,0.23077695813959748,1,0.5139896293742993,0,Model review,train,in-sample
T101968,CUST2072,2023-01-11 19:24:00,32.58,Entertainment,Debit Card,Desktop,Hyderabad,0,113,13.02,793,No,0,0.03824807078520318,0,0.48609320545364715,0,Lower score,train,in-sample
T100366,CUST8962,2023-01-11 19:35:00,259.93,Health,Credit Card,Desktop,Bengaluru,0,82,157.46,1900,No,0,0.055714370988261985,0,0.5076319465947021,0,Lower score,train,in-sample
T102539,CUST7400,2023-01-11 21:03:00,117.2,Travel,UPI,POS,Delhi,0,29,124.01,376,No,0,0.07490138977817605,0,0.49520962162980026,0,Lower score,train,in-sample
T103483,CUST7068,2023-01-11 23:17:00,203.38,Electronics,Credit Card,POS,Pune,1,37,397.63,1308,No,0,0.5215000112130138,1,0.5263668758310782,1,Model review,train,in-sample
T103305,CUST9439,2023-01-12 02:28:00,34.53,Electronics,NetBanking,Desktop,Bengaluru,0,1,413.98,1282,Yes,0,0.1282859980754767,0,0.4827803121452745,0,Lower score,train,in-sample
T101568,CUST8523,2023-01-12 03:04:00,78.22,Grocery,PayPal,Mobile,Mumbai,0,142,316.66,317,No,0,0.14138005440093987,0,0.48345632605901123,0,Lower score,train,in-sample
T102838,CUST1045,2023-01-12 05:43:00,114.51,Utilities,PayPal,POS,Bengaluru,0,23,371.99,240,No,0,0.12330108316313294,0,0.48482668874027934,0,Lower score,train,in-sample
T104775,CUST3018,2023-01-12 08:33:00,140.6,Travel,Debit Card,Desktop,Delhi,0,55,339.6,1789,No,0,0.05307085272714636,0,0.495811413546281,0,Lower score,train,in-sample
T103577,CUST9842,2023-01-12 09:29:00,53.77,Electronics,Credit Card,Mobile,Pune,0,84,140.32,199,No,0,0.02324914089575809,0,0.48116906842522883,0,Lower score,train,in-sample
T101265,CUST1482,2023-01-12 11:49:00,6.02,Fashion,UPI,Mobile,Pune,0,1,353.67,498,No,0,0.018673795890638174,0,0.4938762192762109,0,Lower score,train,in-sample
T101373,CUST7261,2023-01-12 11:57:00,54.23,Fashion,UPI,Desktop,Pune,0,97,417.59,1442,No,0,0.019645014887404433,0,0.475868999330429,0,Lower score,train,in-sample
T102726,CUST7569,2023-01-12 12:07:00,5.44,Grocery,Debit Card,POS,Bengaluru,0,60,246.22,49,No,0,0.015633496908965774,0,0.5048382811267652,0,Lower score,train,in-sample
T100534,CUST8276,2023-01-12 12:30:00,117.22,Food,PayPal,Desktop,Pune,0,102,184.99,480,No,0,0.015892923775179667,0,0.4895806361934151,0,Lower score,train,in-sample
T104195,CUST2733,2023-01-12 13:16:00,16.53,Entertainment,NetBanking,Mobile,Delhi,0,157,406.64,731,No,0,0.012401484143229601,0,0.47992289560400314,0,Lower score,train,in-sample
T102674,CUST6368,2023-01-12 13:44:00,176.74,Utilities,UPI,POS,Chennai,0,3,398.39,196,No,0,0.017748088666834753,0,0.49960639704554716,0,Lower score,train,in-sample
T101757,CUST8136,2023-01-12 14:54:00,53.53,Electronics,Debit Card,POS,Bengaluru,0,43,30.8,1285,No,0,0.010066259488855906,0,0.47886829709689643,0,Lower score,train,in-sample
T103916,CUST1686,2023-01-12 20:17:00,104.27,Entertainment,UPI,Mobile,Delhi,0,29,78.38,1035,No,0,0.04626429921616219,0,0.48116761733511565,0,Lower score,train,in-sample
T103593,CUST9451,2023-01-12 22:58:00,69.27,Entertainment,UPI,Desktop,Kolkata,0,141,85.61,298,No,0,0.0894651414256021,0,0.4900383108657089,0,Lower score,train,in-sample
T100080,CUST5115,2023-01-13 03:23:00,159.08,Electronics,Debit Card,Desktop,Hyderabad,0,167,414.48,1591,No,0,0.10496634540566675,0,0.4961032595848001,0,Lower score,train,in-sample
T103197,CUST7680,2023-01-13 05:12:00,167.2,Travel,Debit Card,Desktop,Mumbai,0,133,419.44,1306,No,0,0.12511676212145928,0,0.48974309659067367,0,Lower score,train,in-sample
T104039,CUST5186,2023-01-13 07:56:00,68.98,Electronics,PayPal,Desktop,Delhi,1,60,160.21,214,No,1,0.21720872652982745,1,0.5169959457940997,0,Model review,train,in-sample
T103050,CUST5066,2023-01-13 08:04:00,18.39,Electronics,NetBanking,Desktop,Pune,0,63,228.6,1909,No,0,0.026698920049162824,0,0.4749730997343179,0,Lower score,train,in-sample
T104265,CUST7097,2023-01-13 08:33:00,46.68,Health,UPI,Desktop,Delhi,0,171,134.82,547,No,0,0.035139732549852275,0,0.4823817523573626,0,Lower score,train,in-sample
T100556,CUST3652,2023-01-13 09:22:00,11.51,Food,Credit Card,Desktop,Bengaluru,0,190,450.69,1296,No,0,0.03805053693053672,0,0.4866818018457711,0,Lower score,train,in-sample
