Transaction_ID,Customer_ID,Transaction_Date,Fraudulent,Split
T101909,CUST8833,2023-01-04 09:25:00,0,train
T100152,CUST1013,2023-01-04 09:48:00,0,train
T100903,CUST8668,2023-01-04 09:51:00,0,train
T102302,CUST5534,2023-01-04 17:50:00,0,train
T104957,CUST4204,2023-01-04 18:11:00,0,train
T100488,CUST7985,2023-01-04 20:54:00,0,train
T103801,CUST9254,2023-01-04 22:19:00,1,train
T101765,CUST6251,2023-01-05 06:59:00,0,train
T104501,CUST3443,2023-01-05 18:32:00,0,train
T102188,CUST8005,2023-01-05 19:51:00,0,train
T101109,CUST8785,2023-01-05 21:00:00,0,train
T104430,CUST2930,2023-01-05 21:39:00,0,train
T101613,CUST2860,2023-01-05 21:58:00,0,train
T100867,CUST2229,2023-01-05 22:16:00,0,train
T103149,CUST3995,2023-01-06 03:59:00,0,train
T102309,CUST8209,2023-01-06 04:03:00,0,train
T103931,CUST4458,2023-01-06 07:44:00,0,train
T104796,CUST5589,2023-01-06 14:09:00,0,train
T101880,CUST2580,2023-01-06 15:39:00,0,train
T101925,CUST2012,2023-01-06 15:39:00,0,train
T103199,CUST3953,2023-01-06 17:17:00,0,train
T101980,CUST3500,2023-01-06 17:52:00,0,train
T103957,CUST2702,2023-01-06 19:00:00,0,train
T104100,CUST6633,2023-01-06 19:17:00,0,train
T102083,CUST7040,2023-01-06 22:54:00,0,train
T102464,CUST5304,2023-01-06 23:09:00,1,train
T101805,CUST9256,2023-01-06 23:54:00,0,train
T101002,CUST8960,2023-01-07 01:43:00,0,train
T102420,CUST8716,2023-01-07 01:53:00,0,train
T100283,CUST7825,2023-01-07 05:07:00,1,train
T103366,CUST9796,2023-01-07 05:55:00,1,train
T101069,CUST7218,2023-01-07 08:20:00,0,train
T103749,CUST3226,2023-01-07 08:36:00,0,train
T101269,CUST3605,2023-01-07 11:03:00,0,train
T100648,CUST2153,2023-01-07 11:27:00,0,train
T103300,CUST4765,2023-01-07 12:28:00,1,train
T100640,CUST5893,2023-01-07 16:35:00,0,train
T100397,CUST4015,2023-01-07 16:38:00,0,train
T104939,CUST7039,2023-01-07 17:04:00,0,train
T102274,CUST6137,2023-01-07 21:59:00,0,train
T101637,CUST5039,2023-01-08 02:29:00,0,train
T102451,CUST8407,2023-01-08 02:59:00,0,train
T102040,CUST8958,2023-01-08 17:14:00,0,train
T101191,CUST4411,2023-01-08 18:52:00,0,train
T100553,CUST9065,2023-01-09 05:53:00,1,train
T101504,CUST8890,2023-01-09 07:12:00,0,train
T101311,CUST3363,2023-01-09 08:23:00,0,train
T103574,CUST2696,2023-01-09 09:09:00,0,train
T100178,CUST1659,2023-01-09 10:11:00,0,train
T100827,CUST7437,2023-01-09 13:37:00,0,train
T103371,CUST3484,2023-01-09 14:09:00,0,train
T100368,CUST9553,2023-01-09 15:58:00,0,train
T104053,CUST5251,2023-01-09 16:21:00,0,train
T101113,CUST5642,2023-01-09 16:55:00,0,train
T104343,CUST3363,2023-01-09 19:24:00,0,train
T104997,CUST6812,2023-01-09 22:14:00,1,train
T104901,CUST8699,2023-01-10 00:38:00,1,train
T103066,CUST2525,2023-01-10 09:53:00,0,train
T104314,CUST6303,2023-01-10 11:17:00,0,train
T102827,CUST5015,2023-01-10 11:21:00,0,train
T100996,CUST6520,2023-01-10 12:39:00,0,train
T100439,CUST6532,2023-01-10 13:04:00,0,train
T104463,CUST1922,2023-01-10 13:15:00,0,train
T103621,CUST3809,2023-01-10 18:10:00,0,train
T102452,CUST7296,2023-01-10 19:43:00,0,train
T101008,CUST6773,2023-01-10 21:16:00,0,train
T103398,CUST1321,2023-01-11 05:48:00,0,train
T101122,CUST1988,2023-01-11 07:41:00,0,train
T103511,CUST5100,2023-01-11 09:09:00,1,train
T101250,CUST9594,2023-01-11 09:41:00,1,train
T103270,CUST4548,2023-01-11 10:59:00,0,train
T104627,CUST3450,2023-01-11 13:15:00,0,train
T104493,CUST3870,2023-01-11 15:02:00,0,train
T102023,CUST7870,2023-01-11 16:43:00,0,train
T100138,CUST2117,2023-01-11 18:28:00,0,train
T101968,CUST2072,2023-01-11 19:24:00,0,train
T100366,CUST8962,2023-01-11 19:35:00,0,train
T102539,CUST7400,2023-01-11 21:03:00,0,train
T103483,CUST7068,2023-01-11 23:17:00,0,train
T103305,CUST9439,2023-01-12 02:28:00,0,train
T101568,CUST8523,2023-01-12 03:04:00,0,train
T102838,CUST1045,2023-01-12 05:43:00,0,train
T104775,CUST3018,2023-01-12 08:33:00,0,train
T103577,CUST9842,2023-01-12 09:29:00,0,train
T101265,CUST1482,2023-01-12 11:49:00,0,train
T101373,CUST7261,2023-01-12 11:57:00,0,train
T102726,CUST7569,2023-01-12 12:07:00,0,train
T100534,CUST8276,2023-01-12 12:30:00,0,train
T104195,CUST2733,2023-01-12 13:16:00,0,train
T102674,CUST6368,2023-01-12 13:44:00,0,train
T101757,CUST8136,2023-01-12 14:54:00,0,train
T103916,CUST1686,2023-01-12 20:17:00,0,train
T103593,CUST9451,2023-01-12 22:58:00,0,train
T100080,CUST5115,2023-01-13 03:23:00,0,train
T103197,CUST7680,2023-01-13 05:12:00,0,train
T104039,CUST5186,2023-01-13 07:56:00,1,train
T103050,CUST5066,2023-01-13 08:04:00,0,train
T104265,CUST7097,2023-01-13 08:33:00,0,train
T100556,CUST3652,2023-01-13 09:22:00,0,train
T100527,CUST3383,2023-01-13 11:03:00,0,train
T102076,CUST7728,2023-01-13 11:59:00,0,train
T102771,CUST7474,2023-01-13 12:19:00,0,train
T101573,CUST4015,2023-01-13 16:59:00,0,train
T100199,CUST7751,2023-01-13 18:21:00,1,train
T103747,CUST3421,2023-01-14 02:50:00,0,train
T101132,CUST3380,2023-01-14 07:23:00,0,train
T103378,CUST6771,2023-01-14 11:13:00,0,train
T102765,CUST3789,2023-01-14 14:48:00,0,train
T101673,CUST2533,2023-01-14 18:43:00,0,train
T102190,CUST8127,2023-01-14 20:32:00,0,train
T100223,CUST3148,2023-01-14 20:42:00,0,train
T102937,CUST1343,2023-01-15 00:46:00,1,train
T102474,CUST5831,2023-01-15 05:40:00,1,train
T104125,CUST2065,2023-01-15 05:45:00,0,train
T103308,CUST1164,2023-01-15 09:36:00,1,train
T102285,CUST2414,2023-01-15 09:57:00,0,train
T102102,CUST4378,2023-01-15 10:32:00,0,train
T101618,CUST6553,2023-01-15 10:55:00,0,train
T100149,CUST6382,2023-01-15 11:37:00,1,train
T100470,CUST9752,2023-01-15 14:33:00,0,train
T101206,CUST1599,2023-01-15 16:09:00,0,train
T104976,CUST9665,2023-01-15 17:31:00,0,train
T102545,CUST2482,2023-01-15 18:42:00,0,train
T100661,CUST9052,2023-01-15 18:43:00,0,train
T104585,CUST3817,2023-01-15 23:00:00,0,train
T104814,CUST3827,2023-01-16 00:46:00,1,train
T101853,CUST9478,2023-01-16 02:48:00,0,train
T101043,CUST9493,2023-01-16 02:57:00,0,train
T101000,CUST7397,2023-01-16 03:50:00,0,train
T103274,CUST1811,2023-01-16 07:03:00,0,train
T100639,CUST2460,2023-01-16 09:25:00,0,train
T100562,CUST5937,2023-01-16 14:41:00,0,train
T104827,CUST5978,2023-01-16 16:28:00,0,train
T102286,CUST3914,2023-01-16 23:27:00,0,train
T103542,CUST7284,2023-01-17 02:54:00,0,train
T104172,CUST9700,2023-01-17 05:26:00,1,train
T104412,CUST1335,2023-01-17 05:47:00,1,train
T102341,CUST3490,2023-01-17 07:34:00,0,train
T104027,CUST2253,2023-01-17 08:44:00,1,train
T102013,CUST4503,2023-01-17 09:19:00,0,train
T103348,CUST3622,2023-01-17 13:15:00,0,train
T100244,CUST2827,2023-01-17 15:48:00,0,train
T102934,CUST2497,2023-01-17 16:29:00,0,train
T100755,CUST6074,2023-01-17 19:45:00,0,train
T101427,CUST9826,2023-01-18 08:03:00,0,train
T100912,CUST2228,2023-01-18 08:28:00,0,train
T104422,CUST9347,2023-01-18 11:28:00,0,train
T100030,CUST2161,2023-01-18 12:48:00,0,train
T102041,CUST1269,2023-01-18 13:53:00,0,train
T102727,CUST4592,2023-01-18 19:28:00,0,train
T101647,CUST9851,2023-01-18 20:27:00,0,train
T100861,CUST4834,2023-01-18 21:15:00,1,train
T102632,CUST7883,2023-01-18 23:06:00,0,train
T102075,CUST2182,2023-01-19 00:10:00,0,train
T101570,CUST7242,2023-01-19 03:54:00,1,train
T102814,CUST2028,2023-01-19 03:56:00,0,train
T104677,CUST5436,2023-01-19 04:25:00,0,train
T104266,CUST8777,2023-01-19 08:02:00,1,train
T102578,CUST1159,2023-01-19 11:11:00,0,train
T103063,CUST6900,2023-01-19 15:30:00,0,train
T103168,CUST3222,2023-01-19 15:43:00,0,train
T101735,CUST8049,2023-01-19 15:47:00,0,train
T104321,CUST1102,2023-01-19 15:57:00,0,train
T103655,CUST2726,2023-01-19 16:02:00,0,train
T102675,CUST2526,2023-01-19 16:13:00,0,train
T102380,CUST5363,2023-01-19 16:54:00,0,train
T102264,CUST5510,2023-01-19 19:22:00,0,train
T102910,CUST9191,2023-01-19 19:54:00,0,train
T102466,CUST4848,2023-01-19 20:20:00,0,train
T101575,CUST4554,2023-01-19 21:35:00,0,train
T104499,CUST1931,2023-01-19 23:58:00,1,train
T100935,CUST8756,2023-01-20 04:52:00,0,train
T102184,CUST7493,2023-01-20 08:24:00,0,train
T100171,CUST5317,2023-01-20 12:10:00,0,train
T103470,CUST3856,2023-01-20 14:55:00,0,train
T100577,CUST5617,2023-01-20 15:13:00,0,train
T103706,CUST9513,2023-01-21 00:10:00,0,train
T103085,CUST7919,2023-01-21 00:30:00,0,train
T101588,CUST6290,2023-01-21 01:05:00,0,train
T102581,CUST8645,2023-01-21 02:43:00,0,train
T104988,CUST5939,2023-01-21 03:31:00,0,train
T104164,CUST3693,2023-01-21 04:46:00,0,train
T100548,CUST9039,2023-01-21 06:57:00,0,train
T102465,CUST2815,2023-01-21 08:15:00,0,train
T104396,CUST4840,2023-01-21 08:39:00,0,train
T102844,CUST4991,2023-01-21 09:27:00,0,train
T103205,CUST9184,2023-01-21 10:04:00,0,train
T103680,CUST7328,2023-01-21 10:20:00,0,train
T102363,CUST7092,2023-01-21 10:59:00,0,train
T102608,CUST7687,2023-01-21 12:04:00,0,train
T100316,CUST1803,2023-01-21 13:05:00,0,train
T104185,CUST7035,2023-01-21 13:18:00,1,train
T104860,CUST4419,2023-01-21 15:40:00,0,train
T100382,CUST9643,2023-01-21 21:01:00,0,train
T100929,CUST6800,2023-01-21 22:27:00,0,train
T104243,CUST4686,2023-01-22 02:51:00,0,train
T103184,CUST6942,2023-01-22 06:47:00,0,train
T103980,CUST2158,2023-01-22 07:19:00,0,train
T103007,CUST1747,2023-01-22 08:20:00,0,train
T104836,CUST8610,2023-01-22 13:34:00,0,train
T101594,CUST5452,2023-01-22 16:38:00,0,train
T100139,CUST5188,2023-01-22 18:03:00,1,train
T104708,CUST6339,2023-01-22 23:32:00,0,train
T100934,CUST2294,2023-01-22 23:51:00,0,train
T104019,CUST3014,2023-01-23 02:23:00,0,train
T104750,CUST6303,2023-01-23 02:47:00,0,train
T103495,CUST6680,2023-01-23 04:43:00,0,train
T101901,CUST4169,2023-01-23 05:45:00,0,train
T103023,CUST1377,2023-01-23 07:27:00,0,train
T102601,CUST4250,2023-01-23 07:40:00,0,train
T100157,CUST4233,2023-01-23 13:06:00,0,train
T103751,CUST7692,2023-01-23 23:19:00,0,train
T100061,CUST2426,2023-01-24 00:12:00,0,train
T104382,CUST6332,2023-01-24 02:36:00,0,train
T102390,CUST2577,2023-01-24 07:46:00,0,train
T102433,CUST5865,2023-01-24 08:43:00,0,train
T101507,CUST4439,2023-01-24 09:48:00,0,train
T103678,CUST2977,2023-01-24 10:16:00,0,train
T103121,CUST4873,2023-01-24 12:48:00,0,train
T103934,CUST7707,2023-01-24 15:52:00,0,train
T101063,CUST9381,2023-01-24 18:26:00,0,train
T100187,CUST2661,2023-01-24 20:24:00,0,train
T100801,CUST7733,2023-01-24 23:18:00,0,train
T101207,CUST8883,2023-01-25 00:22:00,1,train
T103782,CUST9087,2023-01-25 00:43:00,0,train
T104103,CUST4492,2023-01-25 04:24:00,1,train
T101863,CUST8611,2023-01-25 06:50:00,0,train
T103041,CUST1937,2023-01-25 09:35:00,0,train
T100643,CUST9205,2023-01-25 09:49:00,0,train
T100357,CUST3405,2023-01-25 10:32:00,0,train
T101989,CUST4330,2023-01-25 11:06:00,0,train
T104888,CUST3157,2023-01-25 11:51:00,0,train
T103313,CUST1601,2023-01-25 12:38:00,0,train
T102398,CUST9007,2023-01-25 14:42:00,0,train
T103461,CUST7757,2023-01-25 18:37:00,0,train
T104489,CUST9945,2023-01-25 19:49:00,0,train
T102940,CUST3999,2023-01-25 20:17:00,0,train
T100856,CUST1526,2023-01-26 01:51:00,0,train
T102462,CUST1085,2023-01-26 02:33:00,0,train
T103500,CUST4672,2023-01-26 03:09:00,0,train
T100889,CUST4499,2023-01-26 04:43:00,0,train
T104113,CUST1601,2023-01-26 05:57:00,1,train
T100581,CUST2511,2023-01-26 07:16:00,0,train
T101455,CUST2760,2023-01-26 08:11:00,0,train
T102260,CUST9558,2023-01-26 11:45:00,0,train
T104318,CUST5562,2023-01-26 12:40:00,0,train
T103454,CUST7847,2023-01-26 12:55:00,0,train
T100646,CUST9233,2023-01-26 13:21:00,0,train
T102094,CUST8712,2023-01-26 18:11:00,0,train
T100617,CUST4715,2023-01-26 18:46:00,0,train
T103923,CUST6029,2023-01-26 22:29:00,0,train
T103689,CUST7399,2023-01-26 23:29:00,0,train
T100954,CUST7704,2023-01-26 23:51:00,0,train
T101905,CUST8421,2023-01-27 01:55:00,0,train
T104448,CUST6763,2023-01-27 01:59:00,0,train
T103374,CUST3886,2023-01-27 05:16:00,0,train
T101617,CUST6467,2023-01-27 06:44:00,0,train
T104861,CUST5078,2023-01-27 06:57:00,0,train
T103828,CUST8535,2023-01-27 07:30:00,0,train
T103154,CUST4658,2023-01-27 07:47:00,0,train
T102172,CUST2741,2023-01-27 12:45:00,0,train
T101021,CUST2657,2023-01-27 16:41:00,0,train
T102917,CUST7923,2023-01-27 17:36:00,0,train
T102405,CUST7099,2023-01-27 19:13:00,0,train
T101016,CUST8022,2023-01-28 05:19:00,1,train
T101695,CUST1384,2023-01-28 06:05:00,1,train
T102505,CUST7322,2023-01-28 06:12:00,0,train
T100905,CUST9453,2023-01-28 10:31:00,0,train
T102485,CUST6293,2023-01-28 13:03:00,0,train
T103081,CUST7428,2023-01-28 13:07:00,0,train
T104023,CUST7560,2023-01-28 15:51:00,0,train
T101270,CUST4585,2023-01-28 17:36:00,0,train
T101176,CUST6675,2023-01-28 21:02:00,0,train
T103929,CUST9819,2023-01-29 00:18:00,1,train
T103831,CUST6856,2023-01-29 03:07:00,0,train
T104858,CUST4914,2023-01-29 03:12:00,0,train
T101472,CUST1450,2023-01-29 04:40:00,0,train
T104536,CUST6185,2023-01-29 06:35:00,0,train
T100375,CUST1108,2023-01-29 07:00:00,0,train
T104568,CUST1085,2023-01-29 09:17:00,0,train
T103908,CUST7916,2023-01-29 12:01:00,0,train
T104834,CUST3895,2023-01-29 13:37:00,0,train
T102593,CUST6356,2023-01-29 18:51:00,0,train
T101915,CUST8885,2023-01-29 21:08:00,0,train
T100084,CUST8393,2023-01-29 21:17:00,0,train
T102137,CUST8219,2023-01-29 22:21:00,0,train
T102443,CUST9550,2023-01-29 23:56:00,0,train
T104269,CUST3136,2023-01-30 01:19:00,1,train
T103343,CUST1824,2023-01-30 04:48:00,0,train
T102077,CUST3900,2023-01-30 05:00:00,0,train
T103558,CUST6287,2023-01-30 05:29:00,0,train
T104892,CUST9705,2023-01-30 05:35:00,1,train
T103654,CUST1736,2023-01-30 06:29:00,0,train
T103000,CUST2200,2023-01-30 10:54:00,0,train
T102383,CUST1515,2023-01-30 11:09:00,0,train
T102834,CUST2549,2023-01-30 12:11:00,0,train
T101032,CUST2266,2023-01-30 12:49:00,1,train
T103304,CUST3754,2023-01-30 15:03:00,0,train
T103605,CUST2907,2023-01-30 18:15:00,0,train
T102323,CUST8827,2023-01-30 20:25:00,0,train
T102231,CUST1732,2023-01-30 23:41:00,0,train
T101049,CUST6705,2023-01-31 00:04:00,0,train
T100522,CUST5950,2023-01-31 07:32:00,0,train
T102891,CUST4693,2023-01-31 07:47:00,0,train
T100315,CUST9052,2023-01-31 08:32:00,0,train
T103628,CUST7626,2023-01-31 09:36:00,0,train
T101234,CUST2138,2023-01-31 10:54:00,0,train
T103968,CUST1349,2023-01-31 11:52:00,0,train
T102339,CUST2833,2023-01-31 13:20:00,0,train
T102637,CUST7322,2023-01-31 14:56:00,0,train
T103792,CUST6843,2023-01-31 15:41:00,0,train
T101725,CUST3546,2023-01-31 16:26:00,0,train
T101927,CUST7602,2023-01-31 17:33:00,0,train
T101229,CUST2856,2023-01-31 17:35:00,0,train
T103548,CUST4377,2023-01-31 19:05:00,0,train
T103927,CUST4686,2023-01-31 19:41:00,1,train
T103991,CUST9277,2023-01-31 21:32:00,0,train
T102036,CUST2752,2023-01-31 21:45:00,0,train
T100689,CUST7804,2023-01-31 22:30:00,0,train
T101410,CUST8715,2023-01-31 23:28:00,0,train
T104582,CUST9750,2023-02-01 03:30:00,1,train
T100518,CUST4584,2023-02-01 06:46:00,0,train
T103062,CUST1170,2023-02-01 09:24:00,0,train
T100746,CUST1735,2023-02-01 10:30:00,0,train
T100447,CUST9378,2023-02-01 11:27:00,0,train
T102057,CUST4556,2023-02-01 16:11:00,0,train
T101045,CUST3051,2023-02-01 19:44:00,0,train
T101625,CUST1697,2023-02-01 19:57:00,0,train
T100363,CUST2026,2023-02-01 20:06:00,0,train
T104853,CUST9858,2023-02-01 20:35:00,1,train
T100922,CUST1781,2023-02-01 22:35:00,0,train
T101771,CUST1172,2023-02-01 23:44:00,0,train
T104245,CUST2163,2023-02-02 02:21:00,0,train
T100378,CUST4973,2023-02-02 03:53:00,0,train
T103718,CUST3610,2023-02-02 04:26:00,1,train
T103002,CUST5908,2023-02-02 05:16:00,0,train
T103679,CUST3515,2023-02-02 06:12:00,0,train
T103499,CUST6910,2023-02-02 08:21:00,0,train
T102222,CUST2053,2023-02-02 10:43:00,0,train
T104755,CUST6457,2023-02-02 11:19:00,0,train
T101642,CUST8900,2023-02-02 11:40:00,0,train
T103974,CUST5822,2023-02-02 12:15:00,0,train
T104280,CUST8625,2023-02-02 14:36:00,0,train
T102500,CUST6473,2023-02-02 15:22:00,0,train
T104578,CUST9908,2023-02-02 16:00:00,0,train
T104815,CUST6356,2023-02-02 19:35:00,0,train
T101138,CUST5292,2023-02-02 20:05:00,0,train
T101192,CUST8686,2023-02-02 22:32:00,0,train
T102266,CUST7637,2023-02-02 22:42:00,0,train
T104487,CUST6605,2023-02-02 23:49:00,0,train
T103156,CUST3171,2023-02-03 03:19:00,0,train
T100763,CUST8531,2023-02-03 03:27:00,1,train
T101962,CUST5372,2023-02-03 04:33:00,0,train
T104569,CUST4221,2023-02-03 05:13:00,0,train
T101584,CUST4813,2023-02-03 07:54:00,0,train
T101569,CUST1949,2023-02-03 08:27:00,0,train
T104831,CUST9094,2023-02-03 08:35:00,0,train
T103415,CUST9813,2023-02-03 09:46:00,0,train
T103152,CUST3195,2023-02-03 10:00:00,0,train
T101453,CUST5945,2023-02-03 10:11:00,0,train
T104116,CUST4883,2023-02-03 11:50:00,0,train
T104282,CUST4240,2023-02-03 12:11:00,0,train
T100836,CUST9151,2023-02-03 13:05:00,0,train
T104759,CUST6343,2023-02-03 14:36:00,0,train
T104425,CUST1963,2023-02-03 15:48:00,0,train
T100876,CUST3741,2023-02-03 21:57:00,0,train
T101916,CUST9136,2023-02-03 23:10:00,0,train
T100651,CUST7629,2023-02-04 01:05:00,1,train
T101701,CUST6486,2023-02-04 05:23:00,0,train
T101375,CUST5394,2023-02-04 10:47:00,0,train
T104656,CUST6214,2023-02-04 14:41:00,0,train
T100574,CUST6225,2023-02-04 16:19:00,0,train
T101433,CUST5047,2023-02-04 16:21:00,0,train
T103484,CUST5581,2023-02-04 17:14:00,0,train
T100691,CUST4595,2023-02-04 17:57:00,0,train
T100879,CUST9479,2023-02-04 18:09:00,0,train
T101810,CUST8319,2023-02-04 18:13:00,0,train
T100129,CUST6110,2023-02-04 21:50:00,0,train
T101140,CUST5539,2023-02-05 02:29:00,1,train
T103259,CUST9268,2023-02-05 03:52:00,1,train
T103670,CUST4218,2023-02-05 06:13:00,0,train
T104752,CUST1452,2023-02-05 10:55:00,0,train
T100022,CUST4900,2023-02-05 11:58:00,0,train
T101842,CUST2487,2023-02-05 12:23:00,0,train
T104855,CUST6813,2023-02-05 14:37:00,0,train
T101996,CUST8330,2023-02-05 18:00:00,0,train
T100462,CUST8234,2023-02-05 18:20:00,0,train
T104403,CUST4819,2023-02-05 19:07:00,0,train
T101501,CUST7613,2023-02-06 03:10:00,1,train
T101171,CUST9712,2023-02-06 03:11:00,1,train
T100928,CUST8589,2023-02-06 03:18:00,1,train
T102867,CUST7569,2023-02-06 07:05:00,0,train
T104706,CUST6051,2023-02-06 09:04:00,0,train
T104967,CUST2524,2023-02-06 09:47:00,0,train
T102575,CUST8006,2023-02-06 17:22:00,0,train
T103917,CUST2449,2023-02-06 17:54:00,0,train
T101121,CUST8265,2023-02-06 21:32:00,0,train
T103750,CUST2217,2023-02-06 23:46:00,0,train
T103012,CUST7050,2023-02-07 01:24:00,0,train
T104872,CUST2668,2023-02-07 02:16:00,0,train
T104345,CUST3715,2023-02-07 09:00:00,0,train
T103631,CUST3832,2023-02-07 10:50:00,0,train
T103215,CUST6123,2023-02-07 13:11:00,0,train
T102636,CUST7723,2023-02-07 13:42:00,0,train
T102292,CUST3350,2023-02-07 19:34:00,0,train
T100273,CUST1271,2023-02-07 19:39:00,0,train
T103126,CUST6012,2023-02-07 19:48:00,0,train
T100728,CUST7136,2023-02-07 21:42:00,0,train
T103703,CUST6069,2023-02-08 03:10:00,1,train
T101334,CUST7711,2023-02-08 05:10:00,1,train
T103164,CUST4087,2023-02-08 05:24:00,0,train
T100218,CUST9660,2023-02-08 06:41:00,0,train
T100144,CUST2644,2023-02-08 07:54:00,0,train
T102933,CUST1592,2023-02-08 12:46:00,0,train
T100250,CUST1036,2023-02-08 13:22:00,0,train
T101558,CUST5288,2023-02-08 14:32:00,0,train
T102303,CUST5022,2023-02-08 14:36:00,0,train
T102153,CUST5666,2023-02-08 17:22:00,0,train
T104966,CUST3630,2023-02-08 20:31:00,0,train
T100335,CUST4601,2023-02-08 23:52:00,0,train
T104646,CUST2523,2023-02-09 00:32:00,0,train
T101342,CUST4791,2023-02-09 03:56:00,0,train
T100006,CUST2118,2023-02-09 08:56:00,0,train
T100081,CUST7480,2023-02-09 10:27:00,0,train
T102946,CUST4618,2023-02-09 13:11:00,0,train
T100884,CUST4553,2023-02-09 16:24:00,0,train
T101649,CUST7543,2023-02-09 19:20:00,0,train
T100506,CUST3487,2023-02-09 19:24:00,0,train
T103426,CUST5666,2023-02-09 22:39:00,0,train
T100010,CUST9322,2023-02-09 22:45:00,0,train
T102336,CUST9398,2023-02-10 03:00:00,0,train
T104145,CUST8377,2023-02-10 05:55:00,0,train
T100853,CUST4869,2023-02-10 06:05:00,0,train
T104990,CUST5949,2023-02-10 06:19:00,0,train
T100893,CUST3100,2023-02-10 08:26:00,0,train
T101289,CUST9375,2023-02-10 10:28:00,0,train
T100557,CUST4943,2023-02-10 15:03:00,1,train
T100441,CUST7367,2023-02-10 16:40:00,0,train
T104929,CUST9641,2023-02-10 18:14:00,0,train
T102680,CUST3042,2023-02-10 21:41:00,1,train
T102628,CUST7283,2023-02-10 22:15:00,0,train
T104491,CUST9887,2023-02-11 01:05:00,0,train
T100809,CUST9490,2023-02-11 02:00:00,0,train
T103627,CUST9375,2023-02-11 02:33:00,0,train
T100459,CUST8873,2023-02-11 03:42:00,0,train
T101536,CUST2065,2023-02-11 05:02:00,0,train
T104657,CUST3556,2023-02-11 09:27:00,0,train
T101128,CUST1888,2023-02-11 10:00:00,0,train
T101820,CUST2176,2023-02-11 14:55:00,0,train
T101081,CUST1574,2023-02-11 16:34:00,0,train
T103802,CUST3395,2023-02-11 17:17:00,0,train
T102538,CUST6034,2023-02-12 00:34:00,0,train
T100198,CUST8746,2023-02-12 02:33:00,1,train
T102312,CUST9121,2023-02-12 02:36:00,0,train
T104398,CUST7817,2023-02-12 09:15:00,0,train
T104828,CUST3676,2023-02-12 12:20:00,0,train
T102845,CUST5976,2023-02-12 12:57:00,0,train
T100920,CUST4796,2023-02-12 15:22:00,0,train
T102907,CUST1335,2023-02-12 17:02:00,0,train
T100774,CUST2900,2023-02-12 19:03:00,0,train
T101296,CUST7126,2023-02-12 22:20:00,0,train
T101297,CUST8383,2023-02-13 02:16:00,1,train
T103825,CUST8058,2023-02-13 05:13:00,0,train
T102310,CUST4060,2023-02-13 07:06:00,0,train
T103698,CUST2873,2023-02-13 11:15:00,0,train
T102853,CUST2397,2023-02-13 12:26:00,0,train
T104155,CUST1572,2023-02-13 12:46:00,0,train
T101147,CUST6423,2023-02-13 15:03:00,0,train
T101769,CUST1521,2023-02-13 16:47:00,0,train
T102753,CUST9447,2023-02-13 17:01:00,0,train
T104394,CUST1226,2023-02-13 18:16:00,0,train
T104630,CUST1962,2023-02-13 20:00:00,0,train
T100667,CUST5765,2023-02-13 20:07:00,0,train
